 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 0 a 4 anos
Período:2004
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2607
"110002 ARIQUEMES";8534
"110003 CABIXI";732
"110004 CACOAL";7275
"110005 CEREJEIRAS";1657
"110006 COLORADO DO OESTE";1937
"110007 CORUMBIARA";912
"110008 COSTA MARQUES";1507
"110009 ESPIGAO D'OESTE";2887
"110010 GUAJARA-MIRIM";5026
"110011 JARU";5363
"110012 JI-PARANA";11304
"110013 MACHADINHO D'OESTE";3162
"110014 NOVA BRASILANDIA D'OESTE";1920
"110015 OURO PRETO DO OESTE";3886
"110018 PIMENTA BUENO";3283
"110020 PORTO VELHO";40378
"110025 PRESIDENTE MEDICI";2306
"110026 RIO CRESPO";324
"110028 ROLIM DE MOURA";4707
"110029 SANTA LUZIA D'OESTE";993
"110030 VILHENA";6753
"110032 SAO MIGUEL DO GUAPORE";2345
"110033 NOVA MAMORE";2291
"110034 ALVORADA D'OESTE";1893
"110037 ALTO ALEGRE DOS PARECIS";1437
"110040 ALTO PARAISO";1629
"110045 BURITIS";3362
"110050 NOVO HORIZONTE DO OESTE";1132
"110060 CACAULANDIA";608
"110070 CAMPO NOVO DE RONDONIA";1462
"110080 CANDEIAS DO JAMARI";1999
"110090 CASTANHEIRAS";354
"110092 CHUPINGUAIA";793
"110094 CUJUBIM";1326
"110100 GOVERNADOR JORGE TEIXEIRA";1276
"110110 ITAPUA DO OESTE";963
"110120 MINISTRO ANDREAZZA";1152
"110130 MIRANTE DA SERRA";1286
"110140 MONTE NEGRO";1489
"110143 NOVA UNIAO";827
"110145 PARECIS";494
"110146 PIMENTEIRAS DO OESTE";310
"110147 PRIMAVERA DE RONDONIA";371
"110148 SAO FELIPE D'OESTE";608
"110149 SAO FRANCISCO DO GUAPORE";1647
"110150 SERINGUEIRAS";1242
"110155 TEIXEIROPOLIS";488
"110160 THEOBROMA";1154
"110170 URUPA";1426
"110175 VALE DO ANARI";945
"110180 VALE DO PARAISO";872
"120001 ACRELANDIA";1490
"120005 ASSIS BRASIL";838
"120010 BRASILEIA";2392
"120013 BUJARI";1047
"120017 CAPIXABA";941
"120020 CRUZEIRO DO SUL";11153
"120025 EPITACIOLANDIA";1720
"120030 FEIJO";5801
"120032 JORDAO";1207
"120033 MANCIO LIMA";2121
"120034 MANOEL URBANO";1245
"120035 MARECHAL THAUMATURGO";2269
"120038 PLACIDO DE CASTRO";2332
"120039 PORTO WALTER";1617
"120040 RIO BRANCO";35890
"120042 RODRIGUES ALVES";2001
"120043 SANTA ROSA DO PURUS";719
"120045 SENADOR GUIOMARD";2551
"120050 SENA MADUREIRA";4801
"120060 TARAUACA";5886
"120070 XAPURI";1932
"120080 PORTO ACRE";1730
"130002 ALVARAES";2369
"130006 AMATURA";1259
"130008 ANAMA";1125
"130010 ANORI";1860
"130014 APUI";1722
"130020 ATALAIA DO NORTE";1892
"130030 AUTAZES";4232
"130040 BARCELOS";2992
"130050 BARREIRINHA";4212
"130060 BENJAMIN CONSTANT";4613
"130063 BERURI";2262
"130068 BOA VISTA DO RAMOS";1909
"130070 BOCA DO ACRE";3830
"130080 BORBA";4834
"130083 CAAPIRANGA";1410
"130090 CANUTAMA";1625
"130100 CARAUARI";3756
"130110 CAREIRO";3845
"130115 CAREIRO DA VARZEA";2378
"130120 COARI";9941
"130130 CODAJAS";2593
"130140 EIRUNEPE";4444
"130150 ENVIRA";2246
"130160 FONTE BOA";4459
"130165 GUAJARA";1919
"130170 HUMAITA";4697
"130180 IPIXUNA";3320
"130185 IRANDUBA";5054
"130190 ITACOATIARA";10637
"130195 ITAMARATI";1408
"130200 ITAPIRANGA";1015
"130210 JAPURA";1697
