 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 0 a 4 anos
Período:2001
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2918
"110002 ARIQUEMES";9024
"110003 CABIXI";780
"110004 CACOAL";7821
"110005 CEREJEIRAS";1810
"110006 COLORADO DO OESTE";2125
"110007 CORUMBIARA";1116
"110008 COSTA MARQUES";1453
"110009 ESPIGAO D'OESTE";2944
"110010 GUAJARA-MIRIM";4942
"110011 JARU";5919
"110012 JI-PARANA";11459
"110013 MACHADINHO D'OESTE";2929
"110014 NOVA BRASILANDIA D'OESTE";2254
"110015 OURO PRETO DO OESTE";4334
"110018 PIMENTA BUENO";3426
"110020 PORTO VELHO";40635
"110025 PRESIDENTE MEDICI";2596
"110026 RIO CRESPO";321
"110028 ROLIM DE MOURA";4991
"110029 SANTA LUZIA D'OESTE";1170
"110030 VILHENA";6241
"110032 SAO MIGUEL DO GUAPORE";2663
"110033 NOVA MAMORE";2020
"110034 ALVORADA D'OESTE";2232
"110037 ALTO ALEGRE DOS PARECIS";1631
"110040 ALTO PARAISO";1643
"110045 BURITIS";3382
"110050 NOVO HORIZONTE DO OESTE";1335
"110060 CACAULANDIA";642
"110070 CAMPO NOVO DE RONDONIA";1544
"110080 CANDEIAS DO JAMARI";1924
"110090 CASTANHEIRAS";453
"110092 CHUPINGUAIA";735
"110094 CUJUBIM";1037
"110100 GOVERNADOR JORGE TEIXEIRA";1624
"110110 ITAPUA DO OESTE";939
"110120 MINISTRO ANDREAZZA";1304
"110130 MIRANTE DA SERRA";1539
"110140 MONTE NEGRO";1591
"110143 NOVA UNIAO";1006
"110145 PARECIS";465
"110146 PIMENTEIRAS DO OESTE";327
"110147 PRIMAVERA DE RONDONIA";468
"110148 SAO FELIPE D'OESTE";714
"110149 SAO FRANCISCO DO GUAPORE";1707
"110150 SERINGUEIRAS";1534
"110155 TEIXEIROPOLIS";580
"110160 THEOBROMA";1277
"110170 URUPA";1686
"110175 VALE DO ANARI";1012
"110180 VALE DO PARAISO";1066
"120001 ACRELANDIA";1507
"120005 ASSIS BRASIL";724
"120010 BRASILEIA";2336
"120013 BUJARI";1037
"120017 CAPIXABA";871
"120020 CRUZEIRO DO SUL";11634
"120025 EPITACIOLANDIA";1680
"120030 FEIJO";5447
"120032 JORDAO";1084
"120033 MANCIO LIMA";1889
"120034 MANOEL URBANO";1200
"120035 MARECHAL THAUMATURGO";1858
"120038 PLACIDO DE CASTRO";2255
"120039 PORTO WALTER";1255
"120040 RIO BRANCO";35202
"120042 RODRIGUES ALVES";1782
"120043 SANTA ROSA DO PURUS";546
"120045 SENADOR GUIOMARD";2573
"120050 SENA MADUREIRA";4921
"120060 TARAUACA";5251
"120070 XAPURI";1880
"120080 PORTO ACRE";1669
"130002 ALVARAES";2390
"130006 AMATURA";1269
"130008 ANAMA";1132
"130010 ANORI";1858
"130014 APUI";1956
"130020 ATALAIA DO NORTE";1857
"130030 AUTAZES";4125
"130040 BARCELOS";3429
"130050 BARREIRINHA";4119
"130060 BENJAMIN CONSTANT";4117
"130063 BERURI";2184
"130068 BOA VISTA DO RAMOS";1862
"130070 BOCA DO ACRE";4113
"130080 BORBA";5022
"130083 CAAPIRANGA";1485
"130090 CANUTAMA";1741
"130100 CARAUARI";4188
"130110 CAREIRO";3748
"130115 CAREIRO DA VARZEA";2393
"130120 COARI";11351
"130130 CODAJAS";2877
"130140 EIRUNEPE";4370
"130150 ENVIRA";2281
"130160 FONTE BOA";4959
"130165 GUAJARA";2188
"130170 HUMAITA";5344
"130180 IPIXUNA";3126
"130185 IRANDUBA";5063
"130190 ITACOATIARA";10917
"130195 ITAMARATI";1640
"130200 ITAPIRANGA";1099
"130210 JAPURA";1883
"130220 JURUA";1325
"130230 JUTAI";4522
"130240 LABREA";4879
"130250 MANACAPURU";11165
"130255 MANAQUIRI";2018
"130260 MANAUS";177658
"130270 MANICORE";5874
"130280 MARAA";2807
"130290 MAUES";6964
"130300 NHAMUNDA";2345
"130310 NOVA OLINDA DO NORTE";3893
"130320 NOVO AIRAO";1480
"130330 NOVO ARIPUANA";2820
"130340 PARINTINS";13969
"130350 PAUINI";2964
"130353 PRESIDENTE FIGUEIREDO";2675
"130356 RIO PRETO DA EVA";2617
"130360 SANTA ISABEL DO RIO NEGRO";2005
"130370 SANTO ANTONIO DO ICA";4688
"130380 SAO GABRIEL DA CACHOEIRA";4887
"130390 SAO PAULO DE OLIVENCA";4283
"130395 SAO SEBASTIAO DO UATUMA";1302
"130400 SILVES";1309
"130406 TABATINGA";6532
"130410 TAPAUA";3379
"130420 TEFE";10409
"130423 TONANTINS";2915
"130426 UARINI";1891
"130430 URUCARA";2833
"130440 URUCURITUBA";2035
"140002 AMAJARI";1064
"140005 ALTO ALEGRE";2527
