 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 5 a 9 anos
Período:2007
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2529
"110002 ARIQUEMES";9312
"110003 CABIXI";628
"110004 CACOAL";7440
"110005 CEREJEIRAS";1625
"110006 COLORADO DO OESTE";1753
"110007 CORUMBIARA";945
"110008 COSTA MARQUES";1633
"110009 ESPIGAO D'OESTE";2842
"110010 GUAJARA-MIRIM";4790
"110011 JARU";5393
"110012 JI-PARANA";11054
"110013 MACHADINHO D'OESTE";3278
"110014 NOVA BRASILANDIA D'OESTE";2088
"110015 OURO PRETO DO OESTE";3814
"110018 PIMENTA BUENO";3322
"110020 PORTO VELHO";41720
"110025 PRESIDENTE MEDICI";2230
"110026 RIO CRESPO";329
"110028 ROLIM DE MOURA";4843
"110029 SANTA LUZIA D'OESTE";901
"110030 VILHENA";7014
"110032 SAO MIGUEL DO GUAPORE";2454
"110033 NOVA MAMORE";2467
"110034 ALVORADA D'OESTE";1849
"110037 ALTO ALEGRE DOS PARECIS";1485
"110040 ALTO PARAISO";1835
"110045 BURITIS";3570
"110050 NOVO HORIZONTE DO OESTE";1091
"110060 CACAULANDIA";624
"110070 CAMPO NOVO DE RONDONIA";1490
"110080 CANDEIAS DO JAMARI";2185
"110090 CASTANHEIRAS";382
"110092 CHUPINGUAIA";860
"110094 CUJUBIM";1673
"110100 GOVERNADOR JORGE TEIXEIRA";1280
"110110 ITAPUA DO OESTE";944
"110120 MINISTRO ANDREAZZA";1154
"110130 MIRANTE DA SERRA";1368
"110140 MONTE NEGRO";1595
"110143 NOVA UNIAO";875
"110145 PARECIS";503
"110146 PIMENTEIRAS DO OESTE";266
"110147 PRIMAVERA DE RONDONIA";395
"110148 SAO FELIPE D'OESTE";605
"110149 SAO FRANCISCO DO GUAPORE";1788
"110150 SERINGUEIRAS";1407
"110155 TEIXEIROPOLIS";502
"110160 THEOBROMA";1173
"110170 URUPA";1422
"110175 VALE DO ANARI";1030
"110180 VALE DO PARAISO";899
"120001 ACRELANDIA";1579
"120005 ASSIS BRASIL";742
"120010 BRASILEIA";2538
"120013 BUJARI";1077
"120017 CAPIXABA";1114
"120020 CRUZEIRO DO SUL";10966
"120025 EPITACIOLANDIA";1774
"120030 FEIJO";4831
"120032 JORDAO";1110
"120033 MANCIO LIMA";2027
"120034 MANOEL URBANO";1159
"120035 MARECHAL THAUMATURGO";2192
"120038 PLACIDO DE CASTRO";2206
"120039 PORTO WALTER";1431
"120040 RIO BRANCO";36823
"120042 RODRIGUES ALVES";2153
"120043 SANTA ROSA DO PURUS";683
