 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 5 a 9 anos
Período:2001
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";3192
"110002 ARIQUEMES";8902
"110003 CABIXI";803
"110004 CACOAL";8155
"110005 CEREJEIRAS";2025
"110006 COLORADO DO OESTE";2319
"110007 CORUMBIARA";1265
"110008 COSTA MARQUES";1306
"110009 ESPIGAO D'OESTE";2876
"110010 GUAJARA-MIRIM";4782
"110011 JARU";6027
"110012 JI-PARANA";11812
"110013 MACHADINHO D'OESTE";2858
"110014 NOVA BRASILANDIA D'OESTE";2453
"110015 OURO PRETO DO OESTE";4476
"110018 PIMENTA BUENO";3495
"110020 PORTO VELHO";39681
"110025 PRESIDENTE MEDICI";2830
"110026 RIO CRESPO";341
"110028 ROLIM DE MOURA";5363
"110029 SANTA LUZIA D'OESTE";1286
"110030 VILHENA";6267
"110032 SAO MIGUEL DO GUAPORE";2753
"110033 NOVA MAMORE";1923
"110034 ALVORADA D'OESTE";2352
"110037 ALTO ALEGRE DOS PARECIS";1685
"110040 ALTO PARAISO";1641
"110045 BURITIS";3286
"110050 NOVO HORIZONTE DO OESTE";1412
"110060 CACAULANDIA";645
"110070 CAMPO NOVO DE RONDONIA";1483
"110080 CANDEIAS DO JAMARI";1807
"110090 CASTANHEIRAS";500
"110092 CHUPINGUAIA";737
"110094 CUJUBIM";1001
"110100 GOVERNADOR JORGE TEIXEIRA";1677
"110110 ITAPUA DO OESTE";925
"110120 MINISTRO ANDREAZZA";1383
"110130 MIRANTE DA SERRA";1600
"110140 MONTE NEGRO";1595
"110143 NOVA UNIAO";1035
"110145 PARECIS";462
"110146 PIMENTEIRAS DO OESTE";343
"110147 PRIMAVERA DE RONDONIA";489
"110148 SAO FELIPE D'OESTE";777
"110149 SAO FRANCISCO DO GUAPORE";1647
"110150 SERINGUEIRAS";1562
"110155 TEIXEIROPOLIS";645
"110160 THEOBROMA";1314
"110170 URUPA";1729
"110175 VALE DO ANARI";1009
"110180 VALE DO PARAISO";1158
"120001 ACRELANDIA";1422
"120005 ASSIS BRASIL";683
"120010 BRASILEIA";2143
"120013 BUJARI";931
"120017 CAPIXABA";828
"120020 CRUZEIRO DO SUL";9927
"120025 EPITACIOLANDIA";1549
"120030 FEIJO";5074
"120032 JORDAO";850
"120033 MANCIO LIMA";1705
"120034 MANOEL URBANO";1043
"120035 MARECHAL THAUMATURGO";1631
"120038 PLACIDO DE CASTRO";2047
"120039 PORTO WALTER";1021
"120040 RIO BRANCO";31827
"120042 RODRIGUES ALVES";1482
"120043 SANTA ROSA DO PURUS";468
"120045 SENADOR GUIOMARD";2311
"120050 SENA MADUREIRA";4375
"120060 TARAUACA";4513
"120070 XAPURI";1810
"120080 PORTO ACRE";1563
"130002 ALVARAES";2056
"130006 AMATURA";1200
"130008 ANAMA";1039
"130010 ANORI";1715
"130014 APUI";1951
"130020 ATALAIA DO NORTE";1750
"130030 AUTAZES";3737
"130040 BARCELOS";3743
"130050 BARREIRINHA";3674
"130060 BENJAMIN CONSTANT";3578
"130063 BERURI";1826
"130068 BOA VISTA DO RAMOS";1727
"130070 BOCA DO ACRE";3806
"130080 BORBA";4782
"130083 CAAPIRANGA";1344
"130090 CANUTAMA";1833
"130100 CARAUARI";3778
"130110 CAREIRO";3893
"130115 CAREIRO DA VARZEA";2320
"130120 COARI";10369
"130130 CODAJAS";2749
"130140 EIRUNEPE";4260
"130150 ENVIRA";2042
"130160 FONTE BOA";4619
"130165 GUAJARA";1944
"130170 HUMAITA";4948
"130180 IPIXUNA";2507
"130185 IRANDUBA";4491
"130190 ITACOATIARA";9984
"130195 ITAMARATI";1454
"130200 ITAPIRANGA";1068
"130210 JAPURA";1876
"130220 JURUA";1101
"130230 JUTAI";3998
"130240 LABREA";4362
"130250 MANACAPURU";10477
"130255 MANAQUIRI";1874
"130260 MANAUS";163760
"130270 MANICORE";5914
"130280 MARAA";2812
"130290 MAUES";6131
"130300 NHAMUNDA";2401
"130310 NOVA OLINDA DO NORTE";3898
"130320 NOVO AIRAO";1489
"130330 NOVO ARIPUANA";2771
"130340 PARINTINS";13162
"130350 PAUINI";2635
