 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Sexo: Feminino
Faixa Etária 1: 40 a 49 anos
Período:2015
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";1614
"110002 ARIQUEMES";6726
"110003 CABIXI";411
"110004 CACOAL";5924
"110005 CEREJEIRAS";1216
"110006 COLORADO DO OESTE";1197
"110007 CORUMBIARA";545
"110008 COSTA MARQUES";845
"110009 ESPIGAO D'OESTE";1978
"110010 GUAJARA-MIRIM";2646
"110011 JARU";3467
"110012 JI-PARANA";8716
"110013 MACHADINHO D'OESTE";2119
"110014 NOVA BRASILANDIA D'OESTE";1394
"110015 OURO PRETO DO OESTE";2688
"110018 PIMENTA BUENO";2428
"110020 PORTO VELHO";31166
"110025 PRESIDENTE MEDICI";1497
"110026 RIO CRESPO";216
"110028 ROLIM DE MOURA";3770
"110029 SANTA LUZIA D'OESTE";586
"110030 VILHENA";6127
"110032 SAO MIGUEL DO GUAPORE";1389
"110033 NOVA MAMORE";1562
"110034 ALVORADA D'OESTE";1026
"110037 ALTO ALEGRE DOS PARECIS";854
"110040 ALTO PARAISO";1302
"110045 BURITIS";2164
"110050 NOVO HORIZONTE DO OESTE";676
"110060 CACAULANDIA";362
"110070 CAMPO NOVO DE RONDONIA";812
"110080 CANDEIAS DO JAMARI";1350
"110090 CASTANHEIRAS";240
"110092 CHUPINGUAIA";601
"110094 CUJUBIM";1130
"110100 GOVERNADOR JORGE TEIXEIRA";594
"110110 ITAPUA DO OESTE";589
"110120 MINISTRO ANDREAZZA";684
"110130 MIRANTE DA SERRA";720
"110140 MONTE NEGRO";895
"110143 NOVA UNIAO";467
"110145 PARECIS";323
"110146 PIMENTEIRAS DO OESTE";149
"110147 PRIMAVERA DE RONDONIA";234
"110148 SAO FELIPE D'OESTE";378
"110149 SAO FRANCISCO DO GUAPORE";1104
"110150 SERINGUEIRAS";797
"110155 TEIXEIROPOLIS";311
"110160 THEOBROMA";658
"110170 URUPA";747
"110175 VALE DO ANARI";641
"110180 VALE DO PARAISO";528
"120001 ACRELANDIA";754
"120005 ASSIS BRASIL";346
"120010 BRASILEIA";1369
"120013 BUJARI";460
"120017 CAPIXABA";592
"120020 CRUZEIRO DO SUL";4098
"120025 EPITACIOLANDIA";938
"120030 FEIJO";1405
"120032 JORDAO";216
"120033 MANCIO LIMA";757
"120034 MANOEL URBANO";368
"120035 MARECHAL THAUMATURGO";503
"120038 PLACIDO DE CASTRO";1038
"120039 PORTO WALTER";338
"120040 RIO BRANCO";23413
"120042 RODRIGUES ALVES";662
"120043 SANTA ROSA DO PURUS";203
"120045 SENADOR GUIOMARD";1212
"120050 SENA MADUREIRA";1915
"120060 TARAUACA";1539
"120070 XAPURI";892
"120080 PORTO ACRE";925
"130002 ALVARAES";522
"130006 AMATURA";411
"130008 ANAMA";509
"130010 ANORI";816
"130014 APUI";970
"130020 ATALAIA DO NORTE";698
"130030 AUTAZES";1633
"130040 BARCELOS";1048
"130050 BARREIRINHA";1124
"130060 BENJAMIN CONSTANT";1547
"130063 BERURI";637
"130068 BOA VISTA DO RAMOS";650
"130070 BOCA DO ACRE";1604
"130080 BORBA";1489
"130083 CAAPIRANGA";520
"130090 CANUTAMA";654
"130100 CARAUARI";1159
"130110 CAREIRO";1762
"130115 CAREIRO DA VARZEA";1575
"130120 COARI";3173
"130130 CODAJAS";1112
"130140 EIRUNEPE";1277
"130150 ENVIRA";696
"130160 FONTE BOA";698
"130165 GUAJARA";722
"130170 HUMAITA";2303
"130180 IPIXUNA";975
"130185 IRANDUBA";2207
"130190 ITACOATIARA";4747
"130195 ITAMARATI";321
"130200 ITAPIRANGA";383
"130210 JAPURA";181
"130220 JURUA";470
"130230 JUTAI";527
"130240 LABREA";1722
"130250 MANACAPURU";4376
"130255 MANAQUIRI";1283
"130260 MANAUS";131021
"130270 MANICORE";2239
"130280 MARAA";559
"130290 MAUES";2234
"130300 NHAMUNDA";896
"130310 NOVA OLINDA DO NORTE";1466
"130320 NOVO AIRAO";808
"130330 NOVO ARIPUANA";1025
"130340 PARINTINS";4914
"130350 PAUINI";631
"130353 PRESIDENTE FIGUEIREDO";1662
"130356 RIO PRETO DA EVA";1616
"130360 SANTA ISABEL DO RIO NEGRO";789
"130370 SANTO ANTONIO DO ICA";778
"130380 SAO GABRIEL DA CACHOEIRA";1797
"130390 SAO PAULO DE OLIVENCA";1421
"130395 SAO SEBASTIAO DO UATUMA";554
"130400 SILVES";390
"130406 TABATINGA";2623
"130410 TAPAUA";691
"130420 TEFE";2571
"130423 TONANTINS";649
"130426 UARINI";426
"130430 URUCARA";761
"130440 URUCURITUBA";810
"140002 AMAJARI";456
"140005 ALTO ALEGRE";670
"140010 BOA VISTA";18996
"140015 BONFIM";508
"140017 CANTA";856
"140020 CARACARAI";1015
"140023 CAROEBE";476
"140028 IRACEMA";537
"140030 MUCAJAI";819
"140040 NORMANDIA";322
"140045 PACARAIMA";516
"140047 RORAINOPOLIS";1287
"140050 SAO JOAO DA BALIZA";349
"140060 SAO LUIZ";362
"140070 UIRAMUTA";262
"150010 ABAETETUBA";8119
"150013 ABEL FIGUEIREDO";391
"150020 ACARA";2674
"150030 AFUA";1456
"150034 AGUA AZUL DO NORTE";1459
"150040 ALENQUER";2611
"150050 ALMEIRIM";1682
"150060 ALTAMIRA";6228
"150070 ANAJAS";991
"150080 ANANINDEUA";36890
"150085 ANAPU";1089
"150090 AUGUSTO CORREA";1908
"150095 AURORA DO PARA";1404
"150100 AVEIRO";678
"150110 BAGRE";1042
"150120 BAIAO";2008
"150125 BANNACH";185
"150130 BARCARENA";6394
"150140 BELEM";110000
"150145 BELTERRA";870
"150150 BENEVIDES";3717
"150157 BOM JESUS DO TOCANTINS";822
"150160 BONITO";749
"150170 BRAGANCA";6437
"150172 BRASIL NOVO";877
"150175 BREJO GRANDE DO ARAGUAIA";357
"150178 BREU BRANCO";2724
"150180 BREVES";4169
"150190 BUJARU";1342
"150195 CACHOEIRA DO PIRIA";1312
"150200 CACHOEIRA DO ARARI";1100
"150210 CAMETA";5848
"150215 CANAA DOS CARAJAS";1717
"150220 CAPANEMA";4280
"150230 CAPITAO POCO";2931
"150240 CASTANHAL";11953
"150250 CHAVES";934
"150260 COLARES";630
"150270 CONCEICAO DO ARAGUAIA";2934
"150275 CONCORDIA DO PARA";1488
"150276 CUMARU DO NORTE";537
"150277 CURIONOPOLIS";911
"150280 CURRALINHO";1122
"150285 CURUA";574
"150290 CURUCA";1976
"150293 DOM ELISEU";2949
"150295 ELDORADO DOS CARAJAS";1636
"150300 FARO";327
"150304 FLORESTA DO ARAGUAIA";992
"150307 GARRAFAO DO NORTE";1202
"150309 GOIANESIA DO PARA";1825
"150310 GURUPA";1199
"150320 IGARAPE-ACU";2202
"150330 IGARAPE-MIRI";2890
"150340 INHANGAPI";608
"150345 IPIXUNA DO PARA";2627
"150350 IRITUIA";1616
"150360 ITAITUBA";5406
"150370 ITUPIRANGA";2421
"150375 JACAREACANGA";473
"150380 JACUNDA";3102
"150390 JURUTI";2032
"150400 LIMOEIRO DO AJURU";1151
"150405 MAE DO RIO";1742
"150410 MAGALHAES BARATA";375
"150420 MARABA";13892
"150430 MARACANA";1449
"150440 MARAPANIM";1496
"150442 MARITUBA";7864
"150445 MEDICILANDIA";1498
"150450 MELGACO";935
"150460 MOCAJUBA";1402
"150470 MOJU";3427
"150475 MOJUI DOS CAMPOS";863
"150480 MONTE ALEGRE";2988
"150490 MUANA";1756
