 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 10 a 14 anos
Período:2012
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2302
"110002 ARIQUEMES";9518
"110003 CABIXI";555
"110004 CACOAL";7371
"110005 CEREJEIRAS";1545
"110006 COLORADO DO OESTE";1551
"110007 CORUMBIARA";838
"110008 COSTA MARQUES";1718
"110009 ESPIGAO D'OESTE";2848
"110010 GUAJARA-MIRIM";4703
"110011 JARU";5053
"110012 JI-PARANA";10942
"110013 MACHADINHO D'OESTE";3509
"110014 NOVA BRASILANDIA D'OESTE";1990
"110015 OURO PRETO DO OESTE";3515
"110018 PIMENTA BUENO";3304
"110020 PORTO VELHO";43099
"110025 PRESIDENTE MEDICI";1976
"110026 RIO CRESPO";342
"110028 ROLIM DE MOURA";4769
"110029 SANTA LUZIA D'OESTE";759
"110030 VILHENA";7640
"110032 SAO MIGUEL DO GUAPORE";2308
"110033 NOVA MAMORE";2739
"110034 ALVORADA D'OESTE";1595
"110037 ALTO ALEGRE DOS PARECIS";1365
"110040 ALTO PARAISO";1965
"110045 BURITIS";3624
"110050 NOVO HORIZONTE DO OESTE";944
"110060 CACAULANDIA";606
"110070 CAMPO NOVO DE RONDONIA";1409
"110080 CANDEIAS DO JAMARI";2300
"110090 CASTANHEIRAS";343
"110092 CHUPINGUAIA";945
"110094 CUJUBIM";2021
"110100 GOVERNADOR JORGE TEIXEIRA";1039
"110110 ITAPUA DO OESTE";967
"110120 MINISTRO ANDREAZZA";1072
"110130 MIRANTE DA SERRA";1221
"110140 MONTE NEGRO";1588
"110143 NOVA UNIAO";786
"110145 PARECIS";512
"110146 PIMENTEIRAS DO OESTE";238
"110147 PRIMAVERA DE RONDONIA";367
"110148 SAO FELIPE D'OESTE";549
"110149 SAO FRANCISCO DO GUAPORE";1827
"110150 SERINGUEIRAS";1276
"110155 TEIXEIROPOLIS";470
"110160 THEOBROMA";1099
"110170 URUPA";1236
"110175 VALE DO ANARI";1016
"110180 VALE DO PARAISO";805
"120001 ACRELANDIA";1607
"120005 ASSIS BRASIL";743
"120010 BRASILEIA";2605
"120013 BUJARI";1089
"120017 CAPIXABA";1241
"120020 CRUZEIRO DO SUL";10352
"120025 EPITACIOLANDIA";1807
"120030 FEIJO";4569
"120032 JORDAO";1068
"120033 MANCIO LIMA";2107
"120034 MANOEL URBANO";1129
"120035 MARECHAL THAUMATURGO";2309
"120038 PLACIDO DE CASTRO";2176
