 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município
Faixa Etária 1: 10 a 14 anos
Período:2009
"Município";"População_residente"
"110001 ALTA FLORESTA D'OESTE";2526
"110002 ARIQUEMES";9369
"110003 CABIXI";612
"110004 CACOAL";7695
"110005 CEREJEIRAS";1699
"110006 COLORADO DO OESTE";1758
"110007 CORUMBIARA";957
"110008 COSTA MARQUES";1625
"110009 ESPIGAO D'OESTE";2878
"110010 GUAJARA-MIRIM";4622
"110011 JARU";5281
"110012 JI-PARANA";11079
"110013 MACHADINHO D'OESTE";3343
"110014 NOVA BRASILANDIA D'OESTE";2145
"110015 OURO PRETO DO OESTE";3780
"110018 PIMENTA BUENO";3353
"110020 PORTO VELHO";42272
"110025 PRESIDENTE MEDICI";2183
"110026 RIO CRESPO";344
"110028 ROLIM DE MOURA";4899
"110029 SANTA LUZIA D'OESTE";900
"110030 VILHENA";7265
"110032 SAO MIGUEL DO GUAPORE";2437
"110033 NOVA MAMORE";2499
"110034 ALVORADA D'OESTE";1790
"110037 ALTO ALEGRE DOS PARECIS";1417
"110040 ALTO PARAISO";1918
"110045 BURITIS";3491
"110050 NOVO HORIZONTE DO OESTE";1077
"110060 CACAULANDIA";611
"110070 CAMPO NOVO DE RONDONIA";1401
"110080 CANDEIAS DO JAMARI";2170
"110090 CASTANHEIRAS";392
"110092 CHUPINGUAIA";898
"110094 CUJUBIM";1729
"110100 GOVERNADOR JORGE TEIXEIRA";1194
"110110 ITAPUA DO OESTE";985
"110120 MINISTRO ANDREAZZA";1163
"110130 MIRANTE DA SERRA";1303
"110140 MONTE NEGRO";1600
"110143 NOVA UNIAO";863
"110145 PARECIS";498
"110146 PIMENTEIRAS DO OESTE";263
"110147 PRIMAVERA DE RONDONIA";406
"110148 SAO FELIPE D'OESTE";603
"110149 SAO FRANCISCO DO GUAPORE";1802
"110150 SERINGUEIRAS";1342
"110155 TEIXEIROPOLIS";523
"110160 THEOBROMA";1170
"110170 URUPA";1364
"110175 VALE DO ANARI";1020
"110180 VALE DO PARAISO";915
"120001 ACRELANDIA";1591
"120005 ASSIS BRASIL";697
"120010 BRASILEIA";2454
"120013 BUJARI";1055
"120017 CAPIXABA";1168
"120020 CRUZEIRO DO SUL";10001
"120025 EPITACIOLANDIA";1720
"120030 FEIJO";4496
"120032 JORDAO";964
"120033 MANCIO LIMA";2007
"120034 MANOEL URBANO";1086
"120035 MARECHAL THAUMATURGO";2071
"120038 PLACIDO DE CASTRO";2105
"120039 PORTO WALTER";1364
